MakeID,Make,Body_Type,Year_Month,Units_Sold
27,Changan Ford,SUV,2020-05-01,5964
27,Changan Ford,SUV,2020-06-01,3397
27,Changan Ford,SUV,2020-07-01,2915
27,Changan Ford,SUV,2020-08-01,3054
27,Changan Ford,SUV,2020-09-01,3935
27,Changan Ford,SUV,2020-10-01,3671
27,Changan Ford,SUV,2020-11-01,3873
27,Changan Ford,SUV,2020-12-01,4437
27,Changan Ford,SUV,2021-01-01,4536
27,Changan Ford,SUV,2021-02-01,1457
27,Changan Ford,SUV,2021-03-01,3547
27,Changan Ford,SUV,2021-04-01,2432
27,Changan Ford,SUV,2021-05-01,3000
27,Changan Ford,SUV,2021-06-01,2003
27,Changan Ford,SUV,2021-07-01,2674
27,Changan Ford,SUV,2021-08-01,4085
27,Changan Ford,SUV,2021-09-01,4342
27,Changan Ford,SUV,2021-10-01,3050
27,Changan Ford,SUV,2021-11-01,4016
27,Changan Ford,SUV,2021-12-01,3798
27,Changan Ford,SUV,2022-01-01,4378
27,Changan Ford,SUV,2022-02-01,1571
27,Changan Ford,SUV,2022-03-01,2224
27,Changan Ford,SUV,2022-04-01,1003
27,Changan Ford,SUV,2022-05-01,1437
27,Changan Ford,SUV,2022-06-01,1918
27,Changan Ford,SUV,2022-07-01,2743
27,Changan Ford,SUV,2022-08-01,2367
27,Changan Ford,SUV,2022-09-01,3105
27,Changan Ford,SUV,2022-10-01,3266
27,Changan Ford,SUV,2022-11-01,2886
27,Changan Ford,SUV,2022-12-01,1821
27,Changan Ford,SUV,2023-01-01,2237
27,Changan Ford,SUV,2023-02-01,2019
27,Changan Ford,SUV,2023-03-01,2543
27,Changan Ford,SUV,2023-04-01,2340
27,Changan Ford,SUV,2023-05-01,2551
27,Changan Ford,SUV,2023-06-01,2973
27,Changan Ford,SUV,2023-07-01,2861
27,Changan Ford,SUV,2023-08-01,2700
27,Changan Ford,SUV,2023-09-01,3003
27,Changan Ford,SUV,2023-10-01,2630
27,Changan Ford,SUV,2023-11-01,2418
27,Changan Ford,SUV,2023-12-01,3024
27,Changan Ford,SUV,2024-01-01,2755
27,Changan Ford,SUV,2024-02-01,1231
27,Changan Ford,SUV,2024-03-01,2033
27,Changan Ford,SUV,2024-04-01,1843
27,Changan Ford,Sedan,2018-01-01,24913
27,Changan Ford,Sedan,2018-02-01,14397
27,Changan Ford,Sedan,2018-03-01,11575
27,Changan Ford,Sedan,2018-04-01,16227
27,Changan Ford,Sedan,2018-05-01,11759
27,Changan Ford,Sedan,2018-06-01,12030
27,Changan Ford,Sedan,2018-07-01,10184
27,Changan Ford,Sedan,2018-08-01,11299
27,Changan Ford,Sedan,2018-09-01,14054
27,Changan Ford,Sedan,2018-10-01,14148
27,Changan Ford,Sedan,2018-11-01,9167
27,Changan Ford,Sedan,2018-12-01,4257
27,Changan Ford,Sedan,2019-01-01,3142
27,Changan Ford,Sedan,2019-02-01,1435
27,Changan Ford,Sedan,2019-03-01,5652
27,Changan Ford,Sedan,2019-04-01,4189
27,Changan Ford,Sedan,2019-05-01,2946
27,Changan Ford,Sedan,2019-06-01,6878
27,Changan Ford,Sedan,2019-07-01,8086
27,Changan Ford,Sedan,2019-08-01,4881
27,Changan Ford,Sedan,2019-09-01,7331
27,Changan Ford,Sedan,2019-10-01,7230
27,Changan Ford,Sedan,2019-11-01,6694
27,Changan Ford,Sedan,2019-12-01,5622
27,Changan Ford,Sedan,2020-01-01,4407
27,Changan Ford,Sedan,2020-02-01,730
27,Changan Ford,Sedan,2020-03-01,2045
27,Changan Ford,Sedan,2020-04-01,3757
27,Changan Ford,Sedan,2020-05-01,4641
27,Changan Ford,Sedan,2020-06-01,3066
27,Changan Ford,Sedan,2020-07-01,2314
27,Changan Ford,Sedan,2020-08-01,1959
27,Changan Ford,Sedan,2020-09-01,2967
27,Changan Ford,Sedan,2020-10-01,2622
27,Changan Ford,Sedan,2020-11-01,3236
27,Changan Ford,Sedan,2020-12-01,3604
27,Changan Ford,Sedan,2021-01-01,3829
27,Changan Ford,Sedan,2021-02-01,1588
27,Changan Ford,Sedan,2021-03-01,2356
27,Changan Ford,Sedan,2021-04-01,1438
27,Changan Ford,Sedan,2021-05-01,4453
27,Changan Ford,Sedan,2021-06-01,3436
27,Changan Ford,Sedan,2021-07-01,4104
27,Changan Ford,Sedan,2021-08-01,5309
27,Changan Ford,Sedan,2021-09-01,4468
27,Changan Ford,Sedan,2021-10-01,5371
27,Changan Ford,Sedan,2021-11-01,5594
27,Changan Ford,Sedan,2021-12-01,4309
27,Changan Ford,Sedan,2022-01-01,3722
27,Changan Ford,Sedan,2022-02-01,2123
27,Changan Ford,Sedan,2022-03-01,3045
27,Changan Ford,Sedan,2022-04-01,3242
27,Changan Ford,Sedan,2022-05-01,3487
27,Changan Ford,Sedan,2022-06-01,8457
27,Changan Ford,Sedan,2022-07-01,7764
27,Changan Ford,Sedan,2022-08-01,1162
27,Changan Ford,Sedan,2022-09-01,8756
27,Changan Ford,Sedan,2022-10-01,6859
27,Changan Ford,Sedan,2022-11-01,6382
27,Changan Ford,Sedan,2022-12-01,5659
27,Changan Ford,Sedan,2023-01-01,2944
27,Changan Ford,Sedan,2023-02-01,5393
27,Changan Ford,Sedan,2023-03-01,2301
27,Changan Ford,Sedan,2023-04-01,2882
27,Changan Ford,Sedan,2023-05-01,3242
27,Changan Ford,Sedan,2023-06-01,4335
27,Changan Ford,Sedan,2023-07-01,4174
27,Changan Ford,Sedan,2023-08-01,5406
27,Changan Ford,Sedan,2023-09-01,6600
27,Changan Ford,Sedan,2023-10-01,6865
27,Changan Ford,Sedan,2023-11-01,7036
27,Changan Ford,Sedan,2023-12-01,8726
27,Changan Ford,Sedan,2024-01-01,7000
27,Changan Ford,Sedan,2024-02-01,3381
27,Changan Ford,Sedan,2024-03-01,4908
27,Changan Ford,Sedan,2024-04-01,3656
28,Changan Kaicheng,Hatchback,2019-06-01,10
28,Changan Kaicheng,Hatchback,2019-08-01,26
28,Changan Kaicheng,Hatchback,2019-09-01,407
28,Changan Kaicheng,Hatchback,2021-01-01,6
28,Changan Kaicheng,Hatchback,2021-04-01,20
28,Changan Kaicheng,Hatchback,2021-05-01,66
28,Changan Kaicheng,MPV,2018-01-01,2813
28,Changan Kaicheng,MPV,2018-02-01,1348
28,Changan Kaicheng,MPV,2018-03-01,5462
28,Changan Kaicheng,MPV,2018-04-01,2539
28,Changan Kaicheng,MPV,2018-05-01,3301
28,Changan Kaicheng,MPV,2018-06-01,4026
28,Changan Kaicheng,MPV,2018-07-01,6367
28,Changan Kaicheng,MPV,2018-08-01,6686
28,Changan Kaicheng,MPV,2018-09-01,7111
28,Changan Kaicheng,MPV,2018-10-01,7355
28,Changan Kaicheng,MPV,2018-11-01,4846
28,Changan Kaicheng,MPV,2018-12-01,3446
28,Changan Kaicheng,MPV,2019-01-01,2614
28,Changan Kaicheng,MPV,2019-02-01,1789
28,Changan Kaicheng,MPV,2019-03-01,4386
28,Changan Kaicheng,MPV,2019-04-01,2833
28,Changan Kaicheng,MPV,2019-05-01,1493
28,Changan Kaicheng,MPV,2019-06-01,1629
28,Changan Kaicheng,MPV,2019-07-01,2582
28,Changan Kaicheng,MPV,2019-08-01,1168
28,Changan Kaicheng,MPV,2019-09-01,3108
28,Changan Kaicheng,MPV,2019-10-01,2369
28,Changan Kaicheng,MPV,2019-11-01,1475
28,Changan Kaicheng,MPV,2019-12-01,1849
28,Changan Kaicheng,MPV,2020-01-01,584
28,Changan Kaicheng,MPV,2020-02-01,53
28,Changan Kaicheng,MPV,2020-03-01,238
28,Changan Kaicheng,MPV,2020-04-01,1905
28,Changan Kaicheng,MPV,2020-05-01,1828
28,Changan Kaicheng,MPV,2020-06-01,2146
28,Changan Kaicheng,MPV,2020-07-01,1872
28,Changan Kaicheng,MPV,2020-08-01,1311
28,Changan Kaicheng,MPV,2020-09-01,1522
28,Changan Kaicheng,MPV,2020-10-01,1012
28,Changan Kaicheng,MPV,2020-11-01,1537
28,Changan Kaicheng,MPV,2020-12-01,662
28,Changan Kaicheng,MPV,2021-01-01,1128
28,Changan Kaicheng,MPV,2021-02-01,262
28,Changan Kaicheng,MPV,2021-03-01,963
28,Changan Kaicheng,MPV,2021-06-01,48
28,Changan Kaicheng,MPV,2021-07-01,392
28,Changan Kaicheng,MPV,2021-08-01,1820
28,Changan Kaicheng,MPV,2021-09-01,1419
28,Changan Kaicheng,MPV,2021-10-01,1020
28,Changan Kaicheng,MPV,2021-11-01,1592
28,Changan Kaicheng,MPV,2021-12-01,433
28,Changan Kaicheng,MPV,2022-01-01,3051
28,Changan Kaicheng,MPV,2022-02-01,1342
28,Changan Kaicheng,MPV,2022-03-01,1450
28,Changan Kaicheng,MPV,2022-04-01,531
28,Changan Kaicheng,MPV,2022-05-01,862
28,Changan Kaicheng,MPV,2022-06-01,948
28,Changan Kaicheng,MPV,2022-07-01,372
28,Changan Kaicheng,MPV,2022-08-01,338
28,Changan Kaicheng,MPV,2022-09-01,885
28,Changan Kaicheng,MPV,2022-10-01,1019
28,Changan Kaicheng,MPV,2022-11-01,692
28,Changan Kaicheng,MPV,2022-12-01,601
28,Changan Kaicheng,MPV,2023-01-01,874
28,Changan Kaicheng,MPV,2023-02-01,1155
28,Changan Kaicheng,MPV,2023-03-01,1047
28,Changan Kaicheng,MPV,2023-04-01,962
28,Changan Kaicheng,MPV,2023-05-01,889
28,Changan Kaicheng,MPV,2023-06-01,875
28,Changan Kaicheng,MPV,2023-07-01,868
28,Changan Kaicheng,MPV,2023-08-01,910
28,Changan Kaicheng,MPV,2023-09-01,818
28,Changan Kaicheng,MPV,2023-10-01,845
28,Changan Kaicheng,MPV,2023-11-01,743
28,Changan Kaicheng,MPV,2023-12-01,839
28,Changan Kaicheng,MPV,2024-01-01,1090
28,Changan Kaicheng,MPV,2024-02-01,768
28,Changan Kaicheng,MPV,2024-03-01,1060
28,Changan Kaicheng,MPV,2024-04-01,776
29,Changan Lincoln,SUV,2020-03-01,360
29,Changan Lincoln,SUV,2020-04-01,2298
29,Changan Lincoln,SUV,2020-05-01,5060
29,Changan Lincoln,SUV,2020-07-01,1119
29,Changan Lincoln,SUV,2020-08-01,1233
29,Changan Lincoln,SUV,2020-09-01,9248
29,Changan Lincoln,SUV,2020-10-01,4303
29,Changan Lincoln,SUV,2020-11-01,4651
29,Changan Lincoln,SUV,2020-12-01,4038
29,Changan Lincoln,SUV,2021-01-01,5851
29,Changan Lincoln,SUV,2021-02-01,1573
29,Changan Lincoln,SUV,2021-03-01,5396
29,Changan Lincoln,SUV,2021-04-01,2760
29,Changan Lincoln,SUV,2021-05-01,3841
29,Changan Lincoln,SUV,2021-06-01,5345
29,Changan Lincoln,SUV,2021-07-01,3379
29,Changan Lincoln,SUV,2021-08-01,4144
29,Changan Lincoln,SUV,2021-09-01,5200
29,Changan Lincoln,SUV,2021-10-01,3579
29,Changan Lincoln,SUV,2021-11-01,3949
29,Changan Lincoln,SUV,2021-12-01,6109
29,Changan Lincoln,SUV,2022-01-01,4826
29,Changan Lincoln,SUV,2022-02-01,1641
29,Changan Lincoln,SUV,2022-03-01,3663
29,Changan Lincoln,SUV,2022-04-01,2665
29,Changan Lincoln,SUV,2022-05-01,1433
29,Changan Lincoln,SUV,2022-06-01,4004
29,Changan Lincoln,SUV,2022-07-01,3515
29,Changan Lincoln,SUV,2022-08-01,3469
29,Changan Lincoln,SUV,2022-09-01,5115
29,Changan Lincoln,SUV,2022-10-01,1905
29,Changan Lincoln,SUV,2022-11-01,2122
29,Changan Lincoln,SUV,2022-12-01,2048
29,Changan Lincoln,SUV,2023-01-01,2389
29,Changan Lincoln,SUV,2023-02-01,1698
29,Changan Lincoln,SUV,2023-03-01,2662
29,Changan Lincoln,SUV,2023-04-01,3343
29,Changan Lincoln,SUV,2023-05-01,1972
29,Changan Lincoln,SUV,2023-06-01,2654
29,Changan Lincoln,SUV,2023-07-01,2625
29,Changan Lincoln,SUV,2023-08-01,2376
29,Changan Lincoln,SUV,2023-09-01,2636
29,Changan Lincoln,SUV,2023-10-01,2119
29,Changan Lincoln,SUV,2023-11-01,3748
29,Changan Lincoln,SUV,2023-12-01,9757
29,Changan Lincoln,SUV,2024-01-01,2413
29,Changan Lincoln,SUV,2024-02-01,1225
29,Changan Lincoln,SUV,2024-03-01,2006
29,Changan Lincoln,SUV,2024-04-01,2057
29,Changan Lincoln,Sedan,2022-05-01,455
29,Changan Lincoln,Sedan,2022-06-01,1022
29,Changan Lincoln,Sedan,2022-07-01,1204
29,Changan Lincoln,Sedan,2022-08-01,2680
29,Changan Lincoln,Sedan,2022-09-01,1600
29,Changan Lincoln,Sedan,2022-10-01,901
29,Changan Lincoln,Sedan,2022-11-01,987
29,Changan Lincoln,Sedan,2022-12-01,1801
29,Changan Lincoln,Sedan,2023-01-01,1365
29,Changan Lincoln,Sedan,2023-02-01,828
29,Changan Lincoln,Sedan,2023-03-01,895
29,Changan Lincoln,Sedan,2023-04-01,1412
29,Changan Lincoln,Sedan,2023-05-01,1537
29,Changan Lincoln,Sedan,2023-06-01,1455
29,Changan Lincoln,Sedan,2023-07-01,1256
29,Changan Lincoln,Sedan,2023-08-01,1079
29,Changan Lincoln,Sedan,2023-09-01,1280
29,Changan Lincoln,Sedan,2023-10-01,952
29,Changan Lincoln,Sedan,2023-11-01,853
29,Changan Lincoln,Sedan,2023-12-01,887
29,Changan Lincoln,Sedan,2024-01-01,885
29,Changan Lincoln,Sedan,2024-02-01,355
29,Changan Lincoln,Sedan,2024-03-01,944
29,Changan Lincoln,Sedan,2024-04-01,996
30,Changan Mazda,Hatchback,2018-01-01,15952
30,Changan Mazda,Hatchback,2018-02-01,6001
30,Changan Mazda,Hatchback,2018-03-01,11140
30,Changan Mazda,Hatchback,2018-04-01,11765
30,Changan Mazda,Hatchback,2018-05-01,8604
30,Changan Mazda,Hatchback,2018-06-01,8604
30,Changan Mazda,Hatchback,2018-07-01,7263
30,Changan Mazda,Hatchback,2018-08-01,9720
30,Changan Mazda,Hatchback,2018-09-01,11614
30,Changan Mazda,Hatchback,2018-10-01,11145
30,Changan Mazda,Hatchback,2018-11-01,8231
30,Changan Mazda,Hatchback,2018-12-01,8089
30,Changan Mazda,Hatchback,2019-01-01,9297
30,Changan Mazda,Hatchback,2019-02-01,5128
30,Changan Mazda,Hatchback,2019-03-01,10786
30,Changan Mazda,Hatchback,2019-04-01,5549
30,Changan Mazda,Hatchback,2019-05-01,5801
30,Changan Mazda,Hatchback,2019-06-01,6413
30,Changan Mazda,Hatchback,2019-07-01,8036
30,Changan Mazda,Hatchback,2019-08-01,7340
30,Changan Mazda,Hatchback,2019-09-01,9563
30,Changan Mazda,Hatchback,2019-10-01,10207
30,Changan Mazda,Hatchback,2019-11-01,10333
30,Changan Mazda,Hatchback,2019-12-01,10100
30,Changan Mazda,Hatchback,2020-01-01,6805
30,Changan Mazda,Hatchback,2020-02-01,1388
30,Changan Mazda,Hatchback,2020-03-01,4811
30,Changan Mazda,Hatchback,2020-04-01,8096
30,Changan Mazda,Hatchback,2020-05-01,7734
30,Changan Mazda,Hatchback,2020-06-01,7035
30,Changan Mazda,Hatchback,2020-07-01,6624
30,Changan Mazda,Hatchback,2020-08-01,6694
30,Changan Mazda,Hatchback,2020-09-01,8899
30,Changan Mazda,Hatchback,2020-10-01,9669
30,Changan Mazda,Hatchback,2020-11-01,8484
30,Changan Mazda,Hatchback,2020-12-01,8952
30,Changan Mazda,Hatchback,2021-01-01,8404
30,Changan Mazda,Hatchback,2021-02-01,4074
30,Changan Mazda,Hatchback,2021-03-01,7725
30,Changan Mazda,Hatchback,2021-04-01,7736
30,Changan Mazda,Hatchback,2021-05-01,6748
30,Changan Mazda,Hatchback,2021-06-01,6501
30,Changan Mazda,Hatchback,2021-07-01,6705
30,Changan Mazda,Hatchback,2021-08-01,3997
30,Changan Mazda,Hatchback,2021-09-01,11998
30,Changan Mazda,Hatchback,2021-10-01,10114
30,Changan Mazda,Hatchback,2021-11-01,10211
30,Changan Mazda,Hatchback,2021-12-01,4560
30,Changan Mazda,Hatchback,2022-01-01,13157
30,Changan Mazda,Hatchback,2022-02-01,5649
30,Changan Mazda,Hatchback,2022-03-01,5480
30,Changan Mazda,Hatchback,2022-04-01,1926
30,Changan Mazda,Hatchback,2022-05-01,4714
30,Changan Mazda,Hatchback,2022-06-01,6825
30,Changan Mazda,Hatchback,2022-07-01,4751
30,Changan Mazda,Hatchback,2022-08-01,60
30,Changan Mazda,Hatchback,2022-09-01,4307
30,Changan Mazda,Hatchback,2022-10-01,5075
30,Changan Mazda,Hatchback,2022-11-01,3899
30,Changan Mazda,Hatchback,2022-12-01,4186
30,Changan Mazda,Hatchback,2023-01-01,2206
30,Changan Mazda,Hatchback,2023-02-01,2215
30,Changan Mazda,Hatchback,2023-03-01,2419
30,Changan Mazda,Hatchback,2023-04-01,1236
30,Changan Mazda,Hatchback,2023-05-01,2361
30,Changan Mazda,Hatchback,2023-06-01,1587
30,Changan Mazda,Hatchback,2023-07-01,2891
30,Changan Mazda,Hatchback,2023-08-01,6000
30,Changan Mazda,Hatchback,2023-09-01,7707
30,Changan Mazda,Hatchback,2023-10-01,8805
30,Changan Mazda,Hatchback,2023-11-01,5635
30,Changan Mazda,Hatchback,2023-12-01,6357
30,Changan Mazda,Hatchback,2024-01-01,6034
30,Changan Mazda,Hatchback,2024-02-01,1873
30,Changan Mazda,Hatchback,2024-03-01,2737
30,Changan Mazda,Hatchback,2024-04-01,2261
30,Changan Mazda,SUV,2018-01-01,7432
30,Changan Mazda,SUV,2018-02-01,4752
30,Changan Mazda,SUV,2018-03-01,5553
30,Changan Mazda,SUV,2018-04-01,5461
30,Changan Mazda,SUV,2018-05-01,5350
30,Changan Mazda,SUV,2018-06-01,4610
30,Changan Mazda,SUV,2018-07-01,3331
30,Changan Mazda,SUV,2018-08-01,5256
30,Changan Mazda,SUV,2018-09-01,4842
30,Changan Mazda,SUV,2018-10-01,5627
30,Changan Mazda,SUV,2018-11-01,4833
30,Changan Mazda,SUV,2018-12-01,6228
30,Changan Mazda,SUV,2019-01-01,2719
30,Changan Mazda,SUV,2019-02-01,2573
30,Changan Mazda,SUV,2019-03-01,5409
30,Changan Mazda,SUV,2019-04-01,3447
30,Changan Mazda,SUV,2019-05-01,3611
30,Changan Mazda,SUV,2019-06-01,3172
30,Changan Mazda,SUV,2019-07-01,5809
30,Changan Mazda,SUV,2019-08-01,3661
30,Changan Mazda,SUV,2019-09-01,3944
30,Changan Mazda,SUV,2019-10-01,2870
30,Changan Mazda,SUV,2019-11-01,4846
30,Changan Mazda,SUV,2019-12-01,6939
30,Changan Mazda,SUV,2020-01-01,3840
30,Changan Mazda,SUV,2020-02-01,475
30,Changan Mazda,SUV,2020-03-01,2084
30,Changan Mazda,SUV,2020-04-01,3618
30,Changan Mazda,SUV,2020-05-01,7072
30,Changan Mazda,SUV,2020-06-01,6907
30,Changan Mazda,SUV,2020-07-01,4886
30,Changan Mazda,SUV,2020-08-01,3825
30,Changan Mazda,SUV,2020-09-01,3938
30,Changan Mazda,SUV,2020-10-01,3584
30,Changan Mazda,SUV,2020-11-01,4723
30,Changan Mazda,SUV,2020-12-01,5916
30,Changan Mazda,SUV,2021-01-01,2272
30,Changan Mazda,SUV,2021-02-01,1487
30,Changan Mazda,SUV,2021-03-01,1851
30,Changan Mazda,SUV,2021-04-01,2170
30,Changan Mazda,SUV,2021-05-01,2224
30,Changan Mazda,SUV,2021-06-01,1997
30,Changan Mazda,SUV,2021-07-01,1990
30,Changan Mazda,SUV,2021-08-01,1644
30,Changan Mazda,SUV,2021-09-01,3744
30,Changan Mazda,SUV,2021-10-01,3085
30,Changan Mazda,SUV,2021-11-01,2561
30,Changan Mazda,SUV,2021-12-01,3667
30,Changan Mazda,SUV,2022-01-01,2717
30,Changan Mazda,SUV,2022-02-01,2132
30,Changan Mazda,SUV,2022-03-01,1985
30,Changan Mazda,SUV,2022-04-01,614
30,Changan Mazda,SUV,2022-05-01,1589
30,Changan Mazda,SUV,2022-06-01,1557
30,Changan Mazda,SUV,2022-07-01,1390
30,Changan Mazda,SUV,2022-08-01,1496
30,Changan Mazda,SUV,2022-09-01,1205
30,Changan Mazda,SUV,2022-10-01,1380
30,Changan Mazda,SUV,2022-11-01,894
30,Changan Mazda,SUV,2022-12-01,1037
30,Changan Mazda,SUV,2023-01-01,808
30,Changan Mazda,SUV,2023-02-01,1005
30,Changan Mazda,SUV,2023-03-01,984
30,Changan Mazda,SUV,2023-04-01,789
30,Changan Mazda,SUV,2023-05-01,1526
30,Changan Mazda,SUV,2023-06-01,4158
30,Changan Mazda,SUV,2023-07-01,1051
30,Changan Mazda,SUV,2023-08-01,1012
30,Changan Mazda,SUV,2023-09-01,1446
30,Changan Mazda,SUV,2023-10-01,2904
30,Changan Mazda,SUV,2023-11-01,2851
30,Changan Mazda,SUV,2023-12-01,3951
30,Changan Mazda,SUV,2024-01-01,2312
30,Changan Mazda,SUV,2024-02-01,1733
30,Changan Mazda,SUV,2024-03-01,2627
30,Changan Mazda,SUV,2024-04-01,2719
30,Changan Mazda,Sedan,2018-01-01,6037
30,Changan Mazda,Sedan,2018-02-01,3283
30,Changan Mazda,Sedan,2018-03-01,5015
30,Changan Mazda,Sedan,2018-04-01,3832
30,Changan Mazda,Sedan,2018-05-01,4267
30,Changan Mazda,Sedan,2018-06-01,3611
30,Changan Mazda,Sedan,2018-07-01,3608
30,Changan Mazda,Sedan,2018-08-01,3775
30,Changan Mazda,Sedan,2018-09-01,4166
30,Changan Mazda,Sedan,2018-10-01,3889
30,Changan Mazda,Sedan,2018-11-01,3175
30,Changan Mazda,Sedan,2018-12-01,3735
30,Changan Mazda,Sedan,2019-01-01,1050
30,Changan Mazda,Sedan,2019-02-01,1434
30,Changan Mazda,Sedan,2019-03-01,3142
30,Changan Mazda,Sedan,2019-04-01,3433
30,Changan Mazda,Sedan,2019-05-01,3708
30,Changan Mazda,Sedan,2019-06-01,4766
30,Changan Mazda,Sedan,2019-07-01,2201
30,Changan Mazda,Sedan,2019-08-01,3191
30,Changan Mazda,Sedan,2019-09-01,4092
30,Changan Mazda,Sedan,2019-10-01,4692
30,Changan Mazda,Sedan,2019-11-01,5135
30,Changan Mazda,Sedan,2019-12-01,5211
30,Changan Mazda,Sedan,2020-01-01,3699
30,Changan Mazda,Sedan,2020-02-01,660
30,Changan Mazda,Sedan,2020-03-01,2582
30,Changan Mazda,Sedan,2020-04-01,2688
30,Changan Mazda,Sedan,2020-05-01,2937
30,Changan Mazda,Sedan,2020-06-01,3108
30,Changan Mazda,Sedan,2020-07-01,3220
30,Changan Mazda,Sedan,2020-08-01,2316
30,Changan Mazda,Sedan,2020-09-01,3119
30,Changan Mazda,Sedan,2020-10-01,1423
30,Changan Mazda,Sedan,2020-11-01,1986
30,Changan Mazda,Sedan,2020-12-01,7070
30,Changan Mazda,Sedan,2021-01-01,657
30,Changan Mazda,Sedan,2021-02-01,1033
30,Changan Mazda,Sedan,2021-03-01,2843
30,Changan Mazda,Sedan,2021-04-01,2363
30,Changan Mazda,Sedan,2021-05-01,1977
30,Changan Mazda,Sedan,2021-06-01,2876
30,Changan Mazda,Sedan,2021-07-01,1251
30,Changan Mazda,Sedan,2021-08-01,779
30,Changan Mazda,Sedan,2021-10-01,912
30,Changan Mazda,Sedan,2021-11-01,770
30,Changan Mazda,Sedan,2021-12-01,1416
30,Changan Mazda,Sedan,2023-01-01,277
30,Changan Mazda,Sedan,2023-02-01,93
30,Changan Mazda,Sedan,2023-03-01,1043
30,Changan Mazda,Sedan,2023-04-01,945
30,Changan Mazda,Sedan,2023-05-01,897
30,Changan Mazda,Sedan,2023-06-01,183
31,Changan Qiyuan,Hatchback,2023-09-01,30
31,Changan Qiyuan,Hatchback,2023-10-01,2688
31,Changan Qiyuan,Hatchback,2023-11-01,3016
31,Changan Qiyuan,Hatchback,2023-12-01,3802
31,Changan Qiyuan,Hatchback,2024-01-01,3830
31,Changan Qiyuan,Hatchback,2024-02-01,1723
31,Changan Qiyuan,Hatchback,2024-03-01,3479
31,Changan Qiyuan,Hatchback,2024-04-01,5317
31,Changan Qiyuan,SUV,2023-12-01,338
31,Changan Qiyuan,SUV,2024-02-01,1749
31,Changan Qiyuan,SUV,2024-03-01,4751
31,Changan Qiyuan,SUV,2024-04-01,3241
31,Changan Qiyuan,Sedan,2023-10-01,884
31,Changan Qiyuan,Sedan,2023-11-01,1445
31,Changan Qiyuan,Sedan,2023-12-01,2529
31,Changan Qiyuan,Sedan,2024-01-01,2921
31,Changan Qiyuan,Sedan,2024-02-01,2987
31,Changan Qiyuan,Sedan,2024-03-01,5622
31,Changan Qiyuan,Sedan,2024-04-01,3165
32,Changan Suzuki,Hatchback,2018-01-01,778
32,Changan Suzuki,Hatchback,2018-02-01,645
32,Changan Suzuki,Hatchback,2018-03-01,850
32,Changan Suzuki,Hatchback,2018-04-01,791
32,Changan Suzuki,Hatchback,2018-05-01,607
32,Changan Suzuki,Hatchback,2018-06-01,404
32,Changan Suzuki,Hatchback,2018-07-01,183
32,Changan Suzuki,Hatchback,2018-08-01,582
32,Changan Suzuki,Hatchback,2018-09-01,402
32,Changan Suzuki,Hatchback,2018-10-01,1514
32,Changan Suzuki,Hatchback,2018-11-01,551
32,Changan Suzuki,Hatchback,2018-12-01,1
32,Changan Suzuki,Hatchback,2019-02-01,10
32,Changan Suzuki,Hatchback,2019-03-01,2
32,Changan Suzuki,Hatchback,2019-05-01,1
32,Changan Suzuki,Hatchback,2019-06-01,2
32,Changan Suzuki,SUV,2018-01-01,1928
32,Changan Suzuki,SUV,2018-02-01,1294
32,Changan Suzuki,SUV,2018-03-01,1745
32,Changan Suzuki,SUV,2018-04-01,1668
32,Changan Suzuki,SUV,2018-05-01,1450
32,Changan Suzuki,SUV,2018-06-01,928
32,Changan Suzuki,SUV,2018-07-01,476
32,Changan Suzuki,SUV,2018-08-01,629
32,Changan Suzuki,SUV,2018-09-01,1838
32,Changan Suzuki,SUV,2018-10-01,782
32,Changan Suzuki,SUV,2018-11-01,710
32,Changan Suzuki,SUV,2018-12-01,693
32,Changan Suzuki,SUV,2019-01-01,601
32,Changan Suzuki,SUV,2019-02-01,321
32,Changan Suzuki,SUV,2019-03-01,598
32,Changan Suzuki,SUV,2019-04-01,388
32,Changan Suzuki,SUV,2019-05-01,388
32,Changan Suzuki,SUV,2019-06-01,214
32,Changan Suzuki,SUV,2019-07-01,231
32,Changan Suzuki,SUV,2019-08-01,139
32,Changan Suzuki,SUV,2019-09-01,134
32,Changan Suzuki,SUV,2019-10-01,105
32,Changan Suzuki,SUV,2019-11-01,97
32,Changan Suzuki,SUV,2019-12-01,83
32,Changan Suzuki,SUV,2020-01-01,52
32,Changan Suzuki,SUV,2020-02-01,201
32,Changan Suzuki,SUV,2020-03-01,42
32,Changan Suzuki,Sedan,2018-01-01,1039
32,Changan Suzuki,Sedan,2018-02-01,686
32,Changan Suzuki,Sedan,2018-03-01,1486
32,Changan Suzuki,Sedan,2018-04-01,1432
32,Changan Suzuki,Sedan,2018-05-01,1708
32,Changan Suzuki,Sedan,2018-06-01,1366
32,Changan Suzuki,Sedan,2018-07-01,1219
32,Changan Suzuki,Sedan,2018-08-01,1446
32,Changan Suzuki,Sedan,2018-09-01,1101
32,Changan Suzuki,Sedan,2018-10-01,1047
32,Changan Suzuki,Sedan,2018-11-01,1370
32,Changan Suzuki,Sedan,2018-12-01,945
32,Changan Suzuki,Sedan,2019-01-01,761
32,Changan Suzuki,Sedan,2019-02-01,488
32,Changan Suzuki,Sedan,2019-03-01,892
32,Changan Suzuki,Sedan,2019-04-01,902
32,Changan Suzuki,Sedan,2019-05-01,919
